question;response;answer;selected_pdf;LLM Model;Search Type;ResponseChunkBERTScore;ResponseChunkRougeL;ResponseAnswerBERTScore;ResponseAnswerRougeL;ChunkAnswerBERTScore;ChunkAnswerRougeL;Reranker Used;Reranker Model;Chunking Method;QueryOptimization;Embedding Model
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches. So, the answer is: at the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.855829;0.21;0.887122;0.327273;0.851577;0.090909;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.868154;0.212766;0.896643;0.372093;0.851577;0.090909;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located at the top of a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.852087;0.142857;0.906022;0.470588;0.851577;0.090909;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;A fun story to analyze! According to the story, Mr. Crow's big nest was located at the top of a tall elm tree. In fact, it took Dickie Deer Mouse only a few moments to reach the top of the tree and visit Mr. Crow's nest. So, the answer is: Mr. Crow's nest was located at the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.857397;0.325991;0.866616;0.219512;0.851577;0.090909;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.855444;0.144444;0.905632;0.457143;0.851577;0.090909;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree. It took Dickie Deer Mouse only a few moments to reach the top of the tree and find Mr. Crow's nest.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.873444;0.29703;0.884077;0.315789;0.851577;0.090909;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.848951;0.142857;0.886816;0.352941;0.851577;0.090909;TRUE;cross-encoder/stsb-roberta-base;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located high up in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.848116;0.140351;0.896463;0.388889;0.851577;0.090909;TRUE;cross-encoder/stsb-roberta-base;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories mention that Mr. Crow's nest was located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.850872;0.142857;0.887318;0.352941;0.851577;0.090909;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.848951;0.142857;0.886816;0.352941;0.851577;0.090909;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories provide information that Mr. Crow's nest is located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.862738;0.180851;0.890665;0.325581;0.851577;0.090909;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.848951;0.142857;0.886816;0.352941;0.851577;0.090909;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not provide explicit information about where exactly Mr. Crow's nest is located. However, it's mentioned that the nest was in a tall elm tree in Pleasant Valley, and it was so high up that many people would need an elevator to reach it.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.856502;0.160428;0.880891;0.21875;0.851577;0.090909;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not provide specific information about where Mr. Crow's nest is located within Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.834408;0.101911;0.834868;0.058824;0.851577;0.090909;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.86614;0.203209;0.896892;0.380952;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree. In fact, it was so high up that many people would not have cared to visit it except with the help of an elevator!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.876461;0.254902;0.885629;0.305085;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.868154;0.212766;0.896643;0.372093;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's big nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.868154;0.212766;0.896643;0.372093;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located at the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.845819;0.142857;0.898306;0.470588;0.851577;0.09375;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the stories, Mr. Crow's nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.865079;0.203209;0.895169;0.380952;0.851577;0.09375;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the stories, Mr. Crow's nest was located at the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.845677;0.142857;0.897634;0.470588;0.851577;0.09375;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is: At the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.827834;0.113821;0.900337;0.518519;0.851577;0.09375;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.847703;0.12844;0.893564;0.387097;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.848951;0.142857;0.886816;0.352941;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.848951;0.142857;0.886816;0.352941;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories indicate that Mr. Crow's nest is located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.848691;0.125;0.882752;0.294118;0.851577;0.126316;TRUE;cross-encoder/stsb-roberta-base;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located at the top of a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.851521;0.173913;0.894678;0.432432;0.851577;0.09375;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not specify the exact location of Mr. Crow's nest, only that it is located in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.845333;0.149733;0.874636;0.285714;0.851577;0.09375;FALSE;None;standard;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories mention that Mr. Crow's nest is located in a tall elm tree, but they do not specify the exact location within Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.846482;0.116667;0.877497;0.285714;0.851577;0.09375;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The location of Mr. Crow's nest is in a tall elm tree in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.851901;0.124294;0.891032;0.375;0.851577;0.09375;FALSE;None;standard;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located high up in a tall elm tree, and later it was said that he had moved to another tree nearer to Farmer Green's cornfield. So, the answer is: A tall elm tree (initially), then another tree near Farmer Green's cornfield (after moving).;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;semantic;0.887007;0.324324;0.875806;0.228571;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the stories, Mr. Crow's nest was located """"high in the top of a tall elm"""" and later moved to another tree """"nearer to Farmer Green's cornfield"""".";It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;semantic;0.898994;0.436782;0.884626;0.434783;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the story, Mr. Crow's nest was """"high in the top of a tall elm"""" and later it's mentioned that he moved to another tree """"nearer to Farmer Green's cornfield"""". So, the answer is: initially on a tall elm and then at another tree closer to the cornfield.";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;semantic;0.88422;0.366972;0.875932;0.323529;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the story, Mr. Crow's nest was located """"high in the top of a tall elm"""" and later moved to another tree """"nearer to Farmer Green's cornfield"""". So, the answer is: Mr. Crow's nest was initially located high up in a tall elm tree, and then it was relocated to another tree near Farmer Green's cornfield.";It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;semantic;0.884277;0.322034;0.878287;0.285714;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the story, Mr. Crow's nest was initially located """"high in the top of a tall elm"""" and later moved to another tree """"nearer to Farmer Green's cornfield"""".";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;semantic;0.895545;0.431818;0.882669;0.425532;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the stories, Mr. Crow's nest was located """"high in the top of a tall elm"""" and later moved to another tree """"nearer to Farmer Green's cornfield"""". So, the answer is: high in the top of a tall elm (initially) and then nearer to Farmer Green's cornfield (after moving).";It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;semantic;0.881956;0.345455;0.873245;0.318841;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the story, Mr. Crow's nest was located """"high in the top of a tall elm"""".";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;semantic;0.879081;0.24;0.896781;0.529412;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;A fun question! According to the story, Mr. Crow's big nest was located high up on a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;semantic;0.876607;0.179487;0.897123;0.324324;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The story does not provide specific details about the exact location of Mr. Crow's nest, but it is mentioned to be high up in a tall elm tree. Later on, there is gossip suggesting that Mr. Crow has moved his nest to another tree nearer to Farmer Green's cornfield. However, it is not confirmed whether this was the new location of the nest or just Mr. Crow himself.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;semantic;0.884409;0.283465;0.86975;0.186047;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;In the stories, it is mentioned that Mr. Crow's nest is high in a tall elm. However, later in the text, there is a suggestion that Mr. Crow may have moved his nest to another tree nearer to Farmer Green's cornfield. Therefore, we can only confirm that at some point, Mr. Crow's nest was located in a tall elm, but its current location is uncertain.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;semantic;0.883741;0.304;0.869244;0.166667;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not specify exactly where Mr. Crow's nest is located, but it is described as being high up in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;semantic;0.868066;0.168675;0.889411;0.333333;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not provide a specific location for Mr. Crow's nest, only that it is high up in a tall elm tree and far from the ground, making it difficult to access without an elevator, which is not available in Pleasant Valley where the story takes place.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;semantic;0.866826;0.267857;0.896803;0.338462;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not provide explicit information about the location of Mr. Crow's nest, but it is stated that it is high in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;semantic;0.867418;0.164706;0.886408;0.318182;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories mention that Mr. Crow's nest is high up in a tall elm tree. So, the location of Mr. Crow's nest is a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;semantic;0.87409;0.235294;0.890229;0.355556;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not provide a clear location of where Mr. Crow's nest was located. However, it is mentioned that the nest was high up in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;semantic;0.870654;0.191489;0.888353;0.340426;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not specify the exact location of Mr. Crow's nest, but we know that it is high in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;semantic;0.870658;0.170732;0.890693;0.341463;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the story, Mr. Crow's nest was located """"high in the top of a tall elm"""" and later moved to another tree nearer to Farmer Green's cornfield.";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.905219;0.436782;0.889262;0.434783;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"A fun question! According to the stories, Mr. Crow's nest was located """"high in the top of a tall elm"""" and later, it moved to another tree """"nearer to Farmer Green's cornfield"""". So, the answer is: high in the top of a tall elm (initially) and then in another tree nearer to Farmer Green's cornfield (later).";It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.873592;0.362069;0.864754;0.293333;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the stories, Mr. Crow's nest was located """"high in the top of a tall elm"""" initially, but then he moved it to another tree """"nearer to Farmer Green's cornfield"""".";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.896672;0.422222;0.884414;0.408163;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was originally located at the top of a tall elm tree, but it is mentioned that he had moved to another tree nearer to Farmer Green's cornfield. So, there are two possible answers: 1. The original location: At the top of a tall elm tree. 2. The new location: A tree near Farmer Green's cornfield. Let me know if you'd like me to help with anything else!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.868651;0.281481;0.860221;0.191489;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the stories, Mr. Crow's nest was located """"in a crotch formed by three branches"""" at the top of a tall elm tree.";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.899558;0.329114;0.892866;0.439024;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the stories, Mr. Crow's nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.895176;0.35;0.891375;0.380952;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the stories, Mr. Crow's nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;lexical;0.899871;0.35;0.895169;0.380952;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;A fun one! According to the stories, Mr. Crow's nest was located at the top of a tall elm tree, specifically in a crotch formed by three branches. So, the answer is: Mr. Crow's nest was located high up in a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;lexical;0.874025;0.3;0.879485;0.290323;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located high in the top of a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.883012;0.263158;0.909366;0.571429;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories provide information that Mr. Crow's nest is high up in a tall elm tree. However, they do not give specific details about its location within Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.86742;0.16092;0.883635;0.26087;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not specify the exact location of Mr. Crow's nest.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.861754;0.142857;0.849962;0.137931;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not provide a specific location for Mr. Crow's nest.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.857571;0.142857;0.847007;0.137931;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.876194;0.202899;0.893564;0.387097;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.876194;0.202899;0.893564;0.387097;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The answer is that Mr. Crow's nest was located in a tall elm.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;lexical;0.877625;0.205882;0.884671;0.333333;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The Mr. Crow's nest was located in a tall elm.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;lexical;0.884041;0.215385;0.889542;0.37037;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was high up in a tall elm tree, specifically on the top of it.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.878698;0.227848;0.905889;0.421053;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located high up in the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.876641;0.25974;0.90575;0.555556;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the story, Mr. Crow's nest was high up on a tall elm tree! Specifically, it was described as being """"a long, long way from the ground"""".";It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.866996;0.27907;0.904489;0.4;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located at the top of a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.874381;0.213333;0.898306;0.470588;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the story, Mr. Crow's nest was located high up in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.881516;0.189189;0.908183;0.424242;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;"According to the stories, Mr. Crow's big nest was located """"high in the top of a tall elm"""" and was """"so far from the ground that many people would not have cared to visit it except with the help of an elevator"""".";It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.895216;0.528302;0.8994;0.440678;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the stories, Mr. Crow's nest was located high up in a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;llama3;hybrid;0.872237;0.189189;0.897225;0.424242;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;According to the stories, Mr. Crow's nest was located high up on a tall elm tree!;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;llama3;hybrid;0.871716;0.162162;0.89654;0.363636;0.877793;0.246575;FALSE;None;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories do not specify the exact location of Mr. Crow's nest. However, we know that it is high up in a tall elm and that it is far from the ground, to the point where many people would need an elevator to visit it. At one point, Dickie Deer Mouse climbs this elm to check on Mr. Crow's nest.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.874535;0.288;0.884464;0.25641;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The story doesn't provide a specific location for Mr. Crow's nest. It only mentions that it was high up in a tall elm tree.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.870601;0.192771;0.893388;0.380952;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The location of Mr. Crow's nest is high up in a tall elm tree, specifically in the tree where Dickie had initially tried to find a summer home for himself. However, we learn from the story that Mr. Crow has since moved his nest to another tree nearer to Farmer Green's cornfield. But the original location of the nest is still the tall elm.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.891457;0.357724;0.872353;0.195122;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The stories mention that at one point, Mr. Crow had lived in a tall elm. However, they do not specify where exactly this tall elm is located in Pleasant Valley. So, based on the information provided, it is not possible to determine the exact location of Mr. Crow's nest. I don't know.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.860575;0.173228;0.858436;0.142857;0.877793;0.246575;TRUE;cross-encoder/stsb-roberta-base;semantic;FALSE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;In the stories, it is mentioned that Mr. Crow's nest was located high in the top of a tall elm tree. However, there is no specific location given for this tree within Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;All PDFs;mistral;hybrid;0.878198;0.244898;0.893325;0.431373;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
Where was Mr. Crow's nest located?;The story indicates that Mr. Crow's nest was located high in the top of a tall elm tree. However, it is not specified where exactly this elm tree was located, so we can only say that it was somewhere in Pleasant Valley.;It was high in the top of a tall elm tree, very far from the ground.;The Tale of Dickie Deer Mouse.pdf;mistral;hybrid;0.870367;0.245283;0.890297;0.338983;0.877793;0.246575;FALSE;None;semantic;TRUE;all-MiniLM-L12-v2
